username,followers,following,posts,likes,account_age_days,bio_length,username_length,profile_picture,verified,follower_following_ratio,comment,word_count,emoji_count,hashtag_count,url_present,spam_keyword_count,uppercase_count,duplicate_comment,mentions_count,promotional_keyword_count,post_frequency,login_frequency,message_frequency,activity_score,spam
user_227,25,4599,1,442,49,105,8,1,0,0.0054,dm now,2,1,2,1,1,1,1,2,6,26,19,59,19,1
user_228,92,1977,1,38,81,14,8,0,0,0.0465,free offer,2,2,3,1,1,1,1,4,3,48,6,63,98,1
user_229,17,4052,10,309,55,1,8,0,0,0.0042,free offer,2,1,5,1,1,0,1,2,5,48,17,25,3,1
user_230,81,2538,3,4123,40,98,8,0,0,0.0319,crypto,1,2,2,1,1,0,1,0,3,19,10,59,94,1
user_231,68,3267,6,1350,44,48,8,0,0,0.0208,crypto,1,3,0,1,1,1,1,1,5,46,5,28,94,1
user_232,65,1884,1,4380,84,65,8,1,0,0.0345,click link,2,0,9,1,1,0,1,5,2,6,1,7,89,1
user_233,57,3615,1,2466,61,2,8,0,0,0.0158,investment,1,5,1,1,1,5,1,4,3,17,20,78,90,1
user_234,14,4690,9,4988,15,50,8,0,0,0.003,earn money,2,2,8,1,1,1,1,2,2,45,14,38,21,1
user_235,64,2201,7,4703,1,28,8,0,0,0.0291,click link,2,3,2,1,1,0,1,4,2,4,4,33,83,1
user_236,38,2663,7,2561,23,92,8,0,0,0.0143,earn money,2,5,1,1,1,0,1,0,2,0,5,85,83,1
user_237,46,4085,9,932,12,46,8,1,0,0.0113,click link,2,3,7,1,1,2,1,3,4,44,16,54,84,1
user_238,22,1426,2,4839,8,106,8,1,0,0.0154,crypto,1,4,10,1,1,3,1,1,3,39,13,100,46,1
user_239,88,1570,7,2143,53,16,8,0,0,0.0561,free offer,2,2,0,1,1,5,1,5,5,33,19,93,73,1
user_240,86,3271,8,2036,90,110,8,1,0,0.0263,investment,1,2,10,1,1,5,1,5,6,24,5,72,79,1
user_241,83,1785,8,2626,64,125,8,0,0,0.0465,dm now,2,2,4,1,1,0,1,4,3,14,18,83,49,1
user_242,31,1145,7,2589,58,114,8,1,0,0.0271,free offer,2,3,10,1,1,0,1,0,2,25,14,5,72,1
user_243,12,2995,8,444,84,93,8,0,0,0.004,investment,1,1,7,1,1,2,1,4,5,49,20,77,61,1
user_244,47,4207,1,2391,29,90,8,1,0,0.0112,earn money,2,4,5,1,1,5,1,0,2,2,6,64,18,1
user_245,96,3852,1,1766,26,100,8,1,0,0.0249,click link,2,1,5,1,1,0,1,3,3,2,19,16,99,1
user_246,59,4630,2,4793,68,110,8,0,0,0.0127,free offer,2,4,2,1,1,5,1,4,2,11,5,14,50,1
user_247,78,3136,8,2808,78,101,8,0,0,0.0249,free offer,2,2,7,1,1,1,1,1,3,26,20,90,96,1
user_248,90,4987,5,2380,71,53,8,1,0,0.018,crypto,1,2,10,1,1,1,1,5,3,41,6,65,70,1
user_249,42,1445,5,2342,75,136,8,0,0,0.0291,investment,1,3,0,1,1,4,1,0,6,1,13,19,7,1
user_250,3375,596,389,2417,2979,15,8,1,1,5.6628,Great post!,2,2,0,0,0,1,0,3,1,6,20,87,95,0
user_251,9305,1821,119,3125,1153,12,8,1,1,5.1098,Keep it up!,3,1,10,0,0,1,0,4,1,3,1,96,33,0
user_252,3427,1320,449,4477,2775,150,8,1,0,2.5962,Thanks for sharing.,3,2,3,0,0,0,0,2,1,28,6,88,10,0
user_253,3163,405,381,4559,1725,71,8,1,0,7.8099,Amazing work!,2,0,2,0,0,1,0,0,0,21,15,91,20,0
user_254,754,364,480,4506,2741,146,8,1,0,2.0714,Loved this content.,3,0,5,0,0,0,0,1,1,33,3,65,21,0
user_255,6914,1162,279,2718,1611,54,8,1,0,5.9501,Thanks for sharing.,3,1,4,0,0,0,0,4,0,33,16,72,97,0
user_256,244,284,347,2629,1164,10,8,1,1,0.8592,Loved this content.,3,0,6,0,0,1,0,4,0,46,10,4,67,0
user_257,6243,1103,416,2624,2173,49,8,1,1,5.66,Amazing work!,2,0,1,0,0,0,0,4,0,34,1,81,9,0
user_258,3553,1422,327,590,605,111,8,1,1,2.4986,Great post!,2,2,2,0,0,0,0,3,0,45,11,5,12,0
user_259,1300,161,96,3339,2535,66,8,1,0,8.0745,Loved this content.,3,1,10,0,0,1,0,3,0,20,1,50,87,0
user_260,2038,1145,8,2930,2578,18,8,1,0,1.7799,Keep it up!,3,2,1,0,0,1,0,5,0,19,20,12,37,0
user_261,7270,831,207,1117,2121,56,8,1,0,8.7485,Keep it up!,3,1,8,0,0,1,0,5,0,9,10,87,94,0
user_262,6213,1994,10,4887,684,146,8,1,0,3.1158,Amazing work!,2,2,8,0,0,0,0,2,0,13,12,28,53,0
user_263,8497,341,87,1485,2706,29,8,1,0,24.9179,Great post!,2,2,0,0,0,1,0,5,1,35,3,38,86,0
user_264,1203,563,55,819,1535,60,8,1,1,2.1368,Great post!,2,2,1,0,0,0,0,2,1,31,15,43,79,0
user_265,5108,1470,304,2565,1475,1,8,1,1,3.4748,Great post!,2,0,10,0,0,1,0,2,1,23,5,87,94,0
user_266,5532,1847,250,891,1649,141,8,1,1,2.9951,Thanks for sharing.,3,2,9,0,0,0,0,2,1,8,18,26,34,0
user_267,1352,1539,43,300,2563,54,8,1,0,0.8785,Nice picture!,2,1,8,0,0,1,0,5,1,49,5,47,51,0
user_268,3758,1875,400,741,728,130,8,1,1,2.0043,Amazing work!,2,1,8,0,0,0,0,5,1,15,20,88,22,0
user_269,8523,337,233,2939,2499,123,8,1,0,25.2908,Great post!,2,0,7,0,0,0,0,0,0,16,12,30,6,0
user_270,3487,1110,469,326,2103,11,8,1,1,3.1414,Loved this content.,3,1,1,0,0,1,0,5,1,16,19,70,73,0
user_271,2948,821,339,3082,2587,64,8,1,1,3.5907,Thanks for sharing.,3,0,8,0,0,1,0,2,0,22,16,62,78,0
user_272,208,1077,456,2300,858,131,8,1,1,0.1931,Great post!,2,0,2,0,0,0,0,2,0,38,4,85,30,0
user_273,6893,1711,174,4839,2152,53,8,1,0,4.0286,Keep it up!,3,2,6,0,0,0,0,1,1,2,5,74,76,0
user_274,2739,325,327,2115,2524,42,8,1,0,8.4277,Amazing work!,2,0,8,0,0,1,0,4,0,36,1,93,94,0
user_275,4744,1989,48,1397,2664,123,8,1,1,2.3851,Great post!,2,1,9,0,0,0,0,4,1,49,6,80,85,0
user_276,8469,591,90,3157,2037,96,8,1,1,14.3299,Keep it up!,3,0,0,0,0,0,0,4,0,32,14,20,78,0
user_277,1677,413,248,1067,2356,123,8,1,0,4.0605,Amazing work!,2,2,8,0,0,0,0,5,0,41,14,67,54,0
user_278,6168,1841,27,2871,1119,97,8,1,1,3.3504,Keep it up!,3,2,9,0,0,0,0,3,1,8,9,62,99,0
user_279,3909,1913,444,44,2630,48,8,1,1,2.0434,Nice picture!,2,2,0,0,0,0,0,4,1,0,13,84,27,0
user_280,5275,887,190,3469,1925,137,8,1,0,5.947,Nice picture!,2,1,9,0,0,1,0,5,1,25,7,53,71,0
user_281,9235,1038,96,3261,1219,88,8,1,1,8.8969,Loved this content.,3,0,10,0,0,0,0,5,1,14,15,90,21,0
user_282,1742,489,265,43,2435,99,8,1,1,3.5624,Thanks for sharing.,3,0,2,0,0,1,0,4,0,27,3,9,34,0
user_283,3733,809,45,2346,1754,133,8,1,0,4.6143,Amazing work!,2,2,0,0,0,0,0,5,1,31,15,2,26,0
user_284,8589,635,104,2946,2699,9,8,1,0,13.526,Nice picture!,2,2,0,0,0,0,0,0,0,17,13,46,86,0
user_285,6574,880,305,4580,461,72,8,1,0,7.4705,Great post!,2,2,5,0,0,1,0,2,0,14,20,25,59,0
user_286,6718,1227,7,4121,1847,18,8,1,0,5.4751,Loved this content.,3,1,1,0,0,1,0,4,0,50,19,33,89,0
user_287,7354,822,293,4807,1571,117,8,1,0,8.9465,Thanks for sharing.,3,0,7,0,0,0,0,2,1,4,13,82,29,0
user_288,3867,1688,166,2033,2295,67,8,1,1,2.2909,Thanks for sharing.,3,0,6,0,0,1,0,0,0,35,6,61,41,0
user_289,5892,497,462,1923,928,51,8,1,1,11.8551,Amazing work!,2,0,4,0,0,0,0,1,0,12,8,80,46,0
user_290,2655,1645,59,4435,2948,1,8,1,0,1.614,Nice picture!,2,0,7,0,0,1,0,4,1,20,16,74,36,0
user_291,8141,424,396,1050,1809,147,8,1,1,19.2005,Amazing work!,2,2,6,0,0,1,0,4,0,2,17,45,51,0
user_292,2963,986,66,3108,1472,53,8,1,1,3.0051,Keep it up!,3,0,5,0,0,1,0,4,0,16,6,71,34,0
user_293,3985,601,246,1724,1678,108,8,1,1,6.6306,Amazing work!,2,2,5,0,0,1,0,3,0,17,15,24,74,0
user_294,2248,1229,356,3120,1285,110,8,1,0,1.8291,Great post!,2,0,2,0,0,1,0,0,0,11,14,64,18,0
user_295,8570,1143,373,390,1408,145,8,1,1,7.4978,Loved this content.,3,0,2,0,0,0,0,1,1,16,16,81,13,0
user_296,7470,1574,176,3373,1655,5,8,1,1,4.7459,Loved this content.,3,1,10,0,0,0,0,4,1,36,18,23,100,0
user_297,4763,777,171,3799,2010,73,8,1,1,6.13,Keep it up!,3,0,2,0,0,1,0,3,0,40,20,74,52,0
user_298,1268,212,87,2191,1464,74,8,1,0,5.9811,Loved this content.,3,2,6,0,0,1,0,3,1,49,12,96,76,0
user_299,8635,972,216,2061,274,60,8,1,0,8.8837,Great post!,2,2,1,0,0,0,0,1,0,25,4,13,9,0
user_300,7852,1173,32,1272,2326,67,8,1,1,6.6939,Nice picture!,2,2,6,0,0,1,0,1,0,15,10,57,81,0
user_301,2171,318,274,3900,323,83,8,1,0,6.827,Great post!,2,2,4,0,0,1,0,1,1,44,18,23,76,0
user_302,9890,985,328,3945,2324,88,8,1,1,10.0406,Keep it up!,3,0,1,0,0,1,0,2,1,23,14,34,20,0
user_303,5073,71,5,68,1588,136,8,1,0,71.4507,Amazing work!,2,1,7,0,0,1,0,0,1,49,14,38,77,0
user_304,3888,1681,8,3580,952,143,8,1,1,2.3129,Amazing work!,2,0,2,0,0,1,0,3,1,14,9,11,55,0
user_305,4024,1108,396,560,1346,48,8,1,1,3.6318,Amazing work!,2,0,4,0,0,0,0,5,1,29,20,58,35,0
user_306,8160,434,169,2311,383,26,8,1,0,18.8018,Nice picture!,2,0,7,0,0,0,0,1,0,5,5,2,64,0
user_307,3658,750,220,2705,1701,8,8,1,1,4.8773,Loved this content.,3,0,0,0,0,1,0,3,1,4,18,61,24,0
user_308,3248,1884,435,3152,231,63,8,1,1,1.724,Loved this content.,3,1,3,0,0,0,0,1,0,29,4,67,86,0
user_309,3515,1018,204,4502,1503,10,8,1,1,3.4528,Keep it up!,3,0,4,0,0,1,0,5,0,19,7,47,7,0
user_310,3668,281,125,4789,1509,70,8,1,1,13.0534,Keep it up!,3,1,3,0,0,0,0,0,0,37,16,89,77,0
user_311,2639,810,399,491,825,86,8,1,0,3.258,Nice picture!,2,1,10,0,0,0,0,5,1,34,4,17,63,0
user_312,3912,698,290,2934,1976,96,8,1,1,5.6046,Keep it up!,3,0,4,0,0,0,0,3,0,45,15,72,38,0
user_313,8992,1477,255,2255,2406,119,8,1,0,6.088,Great post!,2,2,8,0,0,0,0,0,1,33,5,58,38,0
user_314,4414,1159,192,153,2793,47,8,1,0,3.8085,Thanks for sharing.,3,1,9,0,0,0,0,2,1,46,3,85,69,0
user_315,6448,438,273,2642,2438,72,8,1,1,14.7215,Keep it up!,3,2,5,0,0,0,0,0,0,33,3,6,17,0
user_316,3026,1838,21,4677,2168,8,8,1,0,1.6464,Great post!,2,1,10,0,0,1,0,4,0,39,19,33,7,0
user_317,6102,502,315,655,233,125,8,1,0,12.1554,Keep it up!,3,2,0,0,0,1,0,4,0,47,14,48,91,0
user_318,1055,1736,320,4255,468,55,8,1,0,0.6077,Loved this content.,3,0,3,0,0,1,0,1,1,12,17,85,32,0
user_319,9439,1330,490,3498,612,117,8,1,1,7.097,Great post!,2,0,2,0,0,0,0,4,1,25,17,44,85,0
user_320,2691,1143,312,3377,1470,95,8,1,1,2.3543,Thanks for sharing.,3,2,6,0,0,1,0,4,1,15,19,70,28,0
user_321,6245,1618,286,1,1654,101,8,1,1,3.8597,Keep it up!,3,0,4,0,0,0,0,4,1,8,10,1,39,0
user_322,3735,489,443,3771,1310,9,8,1,0,7.638,Loved this content.,3,0,2,0,0,1,0,2,0,37,8,30,33,0
user_323,5020,238,297,1416,496,123,8,1,0,21.0924,Thanks for sharing.,3,2,9,0,0,0,0,4,1,41,10,5,94,0
user_324,9541,831,45,1857,1605,30,8,1,1,11.4813,Nice picture!,2,2,9,0,0,0,0,5,1,49,13,7,40,0
user_325,8691,134,168,3218,1518,12,8,1,0,64.8582,Amazing work!,2,1,9,0,0,0,0,1,0,27,10,51,19,0
user_326,2265,738,47,3264,2425,21,8,1,0,3.0691,Thanks for sharing.,3,1,2,0,0,0,0,3,1,35,7,63,51,0
user_327,9460,451,292,2649,1172,110,8,1,0,20.9756,Amazing work!,2,2,1,0,0,0,0,5,0,26,14,47,45,0
user_328,3220,706,181,1194,1428,113,8,1,0,4.5609,Amazing work!,2,0,3,0,0,0,0,5,0,23,5,97,94,0
user_329,1505,280,383,112,2723,73,8,1,0,5.375,Nice picture!,2,2,1,0,0,1,0,3,0,30,1,43,27,0
user_330,8914,483,109,150,2427,36,8,1,1,18.4555,Amazing work!,2,2,10,0,0,0,0,2,1,10,2,37,26,0
user_331,4544,158,243,2950,452,69,8,1,0,28.7595,Keep it up!,3,0,0,0,0,1,0,5,1,24,8,49,66,0
user_332,1731,1901,166,4593,943,117,8,1,0,0.9106,Thanks for sharing.,3,2,0,0,0,0,0,1,0,33,10,43,63,0
user_333,6545,1574,85,1934,2982,77,8,1,1,4.1582,Nice picture!,2,2,4,0,0,0,0,5,1,16,13,4,72,0
user_334,4690,511,82,4265,2870,97,8,1,1,9.1781,Loved this content.,3,2,9,0,0,0,0,3,0,15,19,20,55,0
user_335,5218,1913,314,4759,2400,35,8,1,1,2.7277,Loved this content.,3,2,3,0,0,0,0,2,0,44,17,18,56,0
user_336,2478,1393,482,969,1480,136,8,1,0,1.7789,Amazing work!,2,1,2,0,0,0,0,2,0,26,14,39,57,0
user_337,4585,361,403,4961,718,68,8,1,0,12.7008,Great post!,2,2,3,0,0,0,0,1,0,43,1,46,11,0
user_338,7908,324,262,4025,2840,99,8,1,1,24.4074,Amazing work!,2,0,2,0,0,0,0,1,1,2,14,98,2,0
user_339,4521,1996,216,4013,1017,112,8,1,0,2.265,Great post!,2,1,7,0,0,0,0,3,0,25,2,78,95,0
user_340,6332,1524,165,347,2312,116,8,1,0,4.1549,Thanks for sharing.,3,0,8,0,0,1,0,5,0,2,18,50,67,0
user_341,907,438,154,3460,1427,42,8,1,1,2.0708,Thanks for sharing.,3,2,0,0,0,0,0,3,1,41,15,12,93,0
user_342,8302,281,97,204,1790,115,8,1,0,29.5445,Amazing work!,2,1,9,0,0,0,0,3,1,5,9,42,89,0
user_343,2786,1521,380,698,647,92,8,1,0,1.8317,Nice picture!,2,2,6,0,0,0,0,3,1,35,13,6,99,0
user_344,2899,1918,176,3437,844,13,8,1,0,1.5115,Amazing work!,2,1,7,0,0,1,0,5,0,11,4,17,26,0
user_345,157,1325,396,4452,2058,127,8,1,0,0.1185,Loved this content.,3,0,9,0,0,1,0,1,1,13,19,85,61,0
user_346,7534,889,231,1700,1182,142,8,1,0,8.4747,Nice picture!,2,0,2,0,0,0,0,5,1,22,2,19,5,0
user_347,9571,1766,313,1460,539,106,8,1,1,5.4196,Loved this content.,3,2,4,0,0,0,0,3,0,47,19,47,5,0
user_348,1625,1623,158,4509,1732,109,8,1,1,1.0012,Loved this content.,3,1,7,0,0,0,0,0,0,44,9,43,68,0
user_349,6879,1124,112,4333,2686,146,8,1,0,6.1201,Keep it up!,3,1,9,0,0,1,0,3,0,38,11,34,68,0
user_350,9523,1326,186,4992,2308,46,8,1,1,7.1817,Great post!,2,2,4,0,0,0,0,0,1,7,1,60,81,0
user_351,2032,1560,439,4590,1875,89,8,1,1,1.3026,Great post!,2,2,3,0,0,0,0,5,0,12,10,33,9,0
user_352,5142,664,264,2796,205,85,8,1,1,7.744,Amazing work!,2,2,9,0,0,0,0,1,0,12,11,44,87,0
user_353,7949,1926,247,4398,2152,117,8,1,0,4.1272,Nice picture!,2,1,7,0,0,1,0,5,0,3,17,39,73,0
user_354,5269,1187,279,542,2545,90,8,1,0,4.4389,Nice picture!,2,0,4,0,0,0,0,2,1,24,18,22,74,0
user_355,6482,433,309,711,1468,105,8,1,1,14.97,Nice picture!,2,0,5,0,0,1,0,2,0,13,17,39,23,0
user_356,1938,816,406,3953,559,6,8,1,0,2.375,Nice picture!,2,2,2,0,0,0,0,2,1,30,17,40,100,0
user_357,5463,343,398,4279,1020,99,8,1,0,15.9271,Nice picture!,2,0,4,0,0,0,0,5,0,38,3,43,60,0
user_358,855,261,271,2628,272,53,8,1,1,3.2759,Keep it up!,3,0,4,0,0,1,0,4,1,20,15,86,16,0
user_359,4567,355,85,2869,242,138,8,1,0,12.8648,Loved this content.,3,1,4,0,0,0,0,5,0,18,19,32,22,0
user_360,1267,687,318,413,387,120,8,1,1,1.8443,Loved this content.,3,1,0,0,0,0,0,3,0,25,6,91,77,0
user_361,9811,1339,433,1623,2704,85,8,1,1,7.3271,Keep it up!,3,2,8,0,0,0,0,3,1,36,5,12,90,0
user_362,7772,249,238,1177,2107,57,8,1,1,31.2129,Loved this content.,3,2,4,0,0,1,0,3,0,11,11,42,59,0
user_363,8087,111,38,2312,1619,43,8,1,0,72.8559,Thanks for sharing.,3,1,9,0,0,0,0,4,1,6,13,92,14,0
user_364,5439,1188,337,1954,2362,105,8,1,1,4.5783,Nice picture!,2,0,8,0,0,0,0,3,1,24,3,44,27,0
user_365,9782,932,406,4703,2410,19,8,1,1,10.4957,Thanks for sharing.,3,1,1,0,0,1,0,2,0,35,4,57,23,0
user_366,5146,881,40,503,2987,126,8,1,0,5.8411,Amazing work!,2,0,2,0,0,0,0,1,1,42,5,58,69,0
user_367,4875,848,320,2455,981,81,8,1,1,5.7488,Amazing work!,2,2,4,0,0,1,0,5,0,22,3,75,2,0
user_368,8462,877,438,435,435,140,8,1,1,9.6488,Great post!,2,2,8,0,0,1,0,0,1,18,1,31,56,0
user_369,9769,857,325,1730,1843,139,8,1,1,11.3991,Loved this content.,3,0,7,0,0,0,0,1,1,35,13,47,54,0
user_370,2627,640,451,1179,730,4,8,1,0,4.1047,Keep it up!,3,1,10,0,0,1,0,1,0,5,5,83,54,0
user_371,7571,1880,408,3474,2732,130,8,1,1,4.0271,Keep it up!,3,1,6,0,0,1,0,1,0,11,14,78,1,0
user_372,9568,1070,438,4721,2235,139,8,1,0,8.9421,Keep it up!,3,0,0,0,0,1,0,5,1,23,4,75,62,0
user_373,1411,340,378,2008,2084,22,8,1,1,4.15,Keep it up!,3,2,10,0,0,0,0,5,0,40,18,75,40,0
user_374,964,1900,180,4701,2100,120,8,1,0,0.5074,Amazing work!,2,1,6,0,0,1,0,2,1,18,6,5,89,0
user_375,9891,1584,160,4692,431,43,8,1,1,6.2443,Keep it up!,3,2,4,0,0,0,0,2,1,31,3,17,65,0
user_376,1359,1793,406,116,722,65,8,1,1,0.7579,Loved this content.,3,0,9,0,0,0,0,4,1,47,5,85,58,0
user_377,6158,1704,94,271,2166,135,8,1,0,3.6138,Loved this content.,3,0,2,0,0,0,0,3,0,48,14,99,50,0
user_378,3998,1403,230,950,1043,67,8,1,0,2.8496,Keep it up!,3,0,7,0,0,1,0,3,1,19,16,96,97,0
user_379,8824,528,199,3561,2123,135,8,1,1,16.7121,Keep it up!,3,1,7,0,0,1,0,5,1,20,17,88,6,0
user_380,1695,1929,277,2187,1948,69,8,1,1,0.8787,Keep it up!,3,0,4,0,0,1,0,3,1,49,8,94,87,0
user_381,9745,1627,104,86,2955,140,8,1,1,5.9896,Amazing work!,2,0,1,0,0,0,0,3,0,6,17,14,88,0
user_382,7406,769,117,753,1211,6,8,1,1,9.6307,Keep it up!,3,2,10,0,0,0,0,4,0,40,4,91,16,0
user_383,1515,1803,314,1509,2868,28,8,1,1,0.8403,Great post!,2,1,7,0,0,0,0,5,0,29,9,99,55,0
user_384,5398,577,87,492,435,85,8,1,1,9.3553,Nice picture!,2,1,2,0,0,1,0,0,1,31,7,79,51,0
user_385,3023,1371,256,3617,2394,27,8,1,0,2.205,Nice picture!,2,1,1,0,0,0,0,0,1,4,19,94,33,0
user_386,7405,88,464,3198,2854,9,8,1,0,84.1477,Thanks for sharing.,3,0,5,0,0,1,0,4,0,0,17,91,99,0
user_387,8139,1029,228,3949,2392,98,8,1,0,7.9096,Thanks for sharing.,3,2,8,0,0,1,0,2,0,43,10,52,8,0
user_388,1585,798,278,1446,2062,51,8,1,0,1.9862,Loved this content.,3,0,6,0,0,0,0,2,1,44,13,14,81,0
user_389,5986,1046,48,207,956,49,8,1,1,5.7228,Keep it up!,3,2,3,0,0,1,0,3,0,4,18,83,40,0
user_390,8286,1143,499,350,331,86,8,1,0,7.2493,Thanks for sharing.,3,0,3,0,0,1,0,5,1,34,5,95,75,0
user_391,3917,1944,41,1988,2182,11,8,1,0,2.0149,Nice picture!,2,2,2,0,0,0,0,1,0,40,2,40,13,0
user_392,7574,1301,92,516,615,56,8,1,0,5.8217,Amazing work!,2,0,6,0,0,1,0,5,0,43,13,42,16,0
user_393,9536,1167,75,989,366,16,8,1,0,8.1714,Loved this content.,3,0,6,0,0,0,0,5,0,23,18,22,57,0
user_394,4091,1945,302,128,589,40,8,1,0,2.1033,Nice picture!,2,1,1,0,0,0,0,0,1,11,3,91,84,0
user_395,9827,1866,150,4285,699,69,8,1,1,5.2663,Thanks for sharing.,3,1,3,0,0,0,0,4,0,44,2,77,24,0
user_396,8290,1303,491,1930,1604,142,8,1,1,6.3622,Nice picture!,2,0,8,0,0,0,0,4,1,23,18,65,29,0
user_397,7705,1627,325,1222,1312,28,8,1,0,4.7357,Keep it up!,3,1,7,0,0,0,0,1,0,42,2,7,83,0
user_398,6066,633,112,429,1549,26,8,1,1,9.5829,Thanks for sharing.,3,2,2,0,0,0,0,0,1,31,17,15,10,0
user_399,3955,1527,232,1884,1896,83,8,1,1,2.59,Amazing work!,2,0,5,0,0,0,0,0,0,15,14,26,49,0
user_400,3715,200,246,4992,402,55,8,1,1,18.575,Amazing work!,2,0,6,0,0,1,0,1,1,29,7,81,46,0
user_401,4518,464,176,910,2509,34,8,1,0,9.7371,Great post!,2,1,7,0,0,1,0,1,0,48,11,29,38,0
user_402,9989,371,409,4274,2547,105,8,1,0,26.9245,Keep it up!,3,0,9,0,0,1,0,3,0,17,1,94,55,0
user_403,4141,557,172,41,2603,146,8,1,0,7.4345,Thanks for sharing.,3,0,0,0,0,1,0,5,0,49,17,5,55,0
user_404,8801,857,250,4575,2033,21,8,1,0,10.2695,Keep it up!,3,0,6,0,0,0,0,1,1,22,10,31,83,0
user_405,1586,82,250,4781,842,146,8,1,1,19.3415,Keep it up!,3,1,7,0,0,0,0,5,1,25,6,48,81,0
user_406,7707,1491,329,2429,1756,8,8,1,0,5.169,Nice picture!,2,1,9,0,0,0,0,5,1,5,20,43,95,0
user_407,998,1104,489,3812,391,93,8,1,1,0.904,Keep it up!,3,0,5,0,0,1,0,1,0,41,18,91,9,0
user_408,9287,1502,401,3919,1551,29,8,1,0,6.1831,Great post!,2,2,3,0,0,0,0,2,0,22,9,65,88,0
user_409,7029,617,32,4314,1594,128,8,1,1,11.3922,Nice picture!,2,0,7,0,0,1,0,3,1,39,12,87,89,0
user_410,1175,435,461,2362,508,45,8,1,0,2.7011,Thanks for sharing.,3,0,1,0,0,0,0,2,1,7,5,64,20,0
user_411,3446,1116,492,1081,1380,138,8,1,0,3.0878,Keep it up!,3,1,6,0,0,1,0,5,1,41,1,38,25,0
user_412,1131,95,451,3982,1866,83,8,1,1,11.9053,Great post!,2,2,8,0,0,1,0,3,1,19,19,17,40,0
user_413,2913,1666,138,1215,1703,12,8,1,1,1.7485,Great post!,2,1,7,0,0,0,0,4,1,10,18,37,24,0
user_414,2973,1768,367,2593,840,10,8,1,0,1.6816,Keep it up!,3,0,7,0,0,1,0,2,0,11,7,72,91,0
user_415,668,1413,167,4371,1707,41,8,1,0,0.4728,Loved this content.,3,0,0,0,0,1,0,3,1,49,5,59,41,0
user_416,2656,58,383,4699,2831,74,8,1,1,45.7931,Amazing work!,2,0,9,0,0,1,0,2,1,44,4,94,62,0
user_417,756,335,352,3653,1441,56,8,1,0,2.2567,Amazing work!,2,0,5,0,0,0,0,4,0,41,7,75,68,0
user_418,3739,1650,484,715,272,114,8,1,0,2.2661,Loved this content.,3,2,6,0,0,0,0,3,0,20,20,78,66,0
user_419,1018,1910,346,3054,785,98,8,1,1,0.533,Loved this content.,3,1,5,0,0,1,0,2,1,28,18,12,28,0
user_420,7378,1568,217,1143,850,106,8,1,1,4.7054,Thanks for sharing.,3,2,9,0,0,0,0,1,1,13,10,61,68,0
user_421,5595,185,482,3395,542,69,8,1,1,30.2432,Amazing work!,2,2,7,0,0,0,0,1,0,11,13,38,71,0
user_422,8137,136,426,20,2203,6,8,1,1,59.8309,Loved this content.,3,1,4,0,0,1,0,0,1,41,10,54,23,0
user_423,8159,1907,357,4039,296,70,8,1,0,4.2784,Keep it up!,3,0,9,0,0,1,0,4,0,30,19,56,34,0
user_424,7899,1471,423,1334,2279,66,8,1,1,5.3698,Nice picture!,2,0,2,0,0,1,0,3,0,44,5,46,21,0
user_425,966,608,189,629,379,135,8,1,1,1.5888,Thanks for sharing.,3,0,10,0,0,0,0,0,1,38,6,70,42,0
user_426,5280,1743,437,4751,1291,136,8,1,1,3.0293,Keep it up!,3,0,0,0,0,0,0,4,1,18,12,100,63,0
user_427,6850,746,476,1543,1072,56,8,1,0,9.1823,Great post!,2,2,9,0,0,0,0,3,0,29,3,15,17,0
user_428,384,1032,183,2802,749,133,8,1,1,0.3721,Loved this content.,3,2,4,0,0,0,0,5,1,7,8,17,89,0
user_429,2432,1459,121,915,1039,108,8,1,0,1.6669,Loved this content.,3,0,7,0,0,1,0,0,0,12,4,5,85,0
user_430,8512,1264,35,84,1216,77,8,1,0,6.7342,Thanks for sharing.,3,0,1,0,0,0,0,4,0,12,6,86,45,0
user_431,579,235,79,4101,2554,41,8,1,1,2.4638,Keep it up!,3,2,9,0,0,0,0,4,1,36,3,13,75,0
user_432,329,1133,116,35,1334,137,8,1,0,0.2904,Keep it up!,3,2,1,0,0,0,0,4,0,45,16,47,90,0
user_433,9756,429,230,1755,920,108,8,1,0,22.7413,Keep it up!,3,0,6,0,0,0,0,2,1,7,15,15,67,0
user_434,2326,1065,395,4044,2462,83,8,1,1,2.184,Loved this content.,3,1,4,0,0,1,0,4,0,47,10,88,57,0
user_435,3800,1184,213,3010,953,121,8,1,1,3.2095,Loved this content.,3,0,10,0,0,1,0,5,0,6,13,57,67,0
user_436,1492,294,78,530,2598,43,8,1,1,5.0748,Thanks for sharing.,3,0,5,0,0,0,0,4,0,25,4,30,55,0
user_437,8277,620,396,4941,2817,121,8,1,1,13.35,Keep it up!,3,1,7,0,0,1,0,1,1,49,15,14,16,0
user_438,4207,1052,259,558,301,13,8,1,0,3.999,Great post!,2,2,0,0,0,0,0,3,0,38,11,20,39,0
user_439,1678,1606,44,4016,2088,127,8,1,1,1.0448,Keep it up!,3,1,8,0,0,1,0,4,0,34,1,98,5,0
user_440,7151,1852,473,3625,2023,96,8,1,1,3.8612,Nice picture!,2,0,0,0,0,0,0,4,1,42,10,91,22,0
user_441,8152,932,73,4536,2176,125,8,1,1,8.7468,Loved this content.,3,2,9,0,0,1,0,3,0,35,6,65,8,0
